dteday,hr,workingday,cnt,temp,season,weathersit
2011-04-24,0,0,96,0.52,Summer,2
2011-04-24,1,0,54,0.5,Summer,2
2011-04-24,2,0,72,0.5,Summer,2
2011-04-24,3,0,24,0.5,Summer,2
2011-04-24,4,0,5,0.5,Summer,2
2011-04-24,5,0,12,0.5,Summer,2
2011-04-24,6,0,13,0.5,Summer,2
2011-04-24,7,0,27,0.5,Summer,2
2011-04-24,8,0,80,0.52,Summer,2
2011-04-24,9,0,177,0.56,Summer,2
2011-04-24,10,0,289,0.6,Summer,2
2011-04-24,11,0,317,0.66,Summer,2
2011-04-24,12,0,388,0.68,Summer,2
2011-04-24,13,0,441,0.7,Summer,2
2011-04-24,14,0,420,0.7,Summer,2
2011-04-24,15,0,369,0.66,Summer,2
2011-04-24,16,0,359,0.74,Summer,2
2011-04-24,17,0,331,0.66,Summer,2
2011-04-24,18,0,270,0.64,Summer,2
2011-04-24,19,0,194,0.6,Summer,2
2011-04-24,20,0,105,0.6,Summer,2
2011-04-24,21,0,61,0.54,Summer,2
2011-04-24,22,0,45,0.54,Summer,2
2011-04-24,23,0,42,0.54,Summer,2
2011-04-25,0,1,12,0.52,Summer,1
2011-04-25,1,1,10,0.54,Summer,1
2011-04-25,2,1,10,0.54,Summer,1
2011-04-25,3,1,10,0.5,Summer,1
2011-04-25,4,1,5,0.52,Summer,1
2011-04-25,5,1,17,0.46,Summer,1
2011-04-25,6,1,66,0.5,Summer,1
2011-04-25,7,1,196,0.52,Summer,1
2011-04-25,8,1,353,0.56,Summer,1
2011-04-25,9,1,174,0.6,Summer,1
2011-04-25,10,1,125,0.64,Summer,1
2011-04-25,11,1,147,0.64,Summer,1
2011-04-25,12,1,188,0.66,Summer,1
2011-04-25,13,1,203,0.7,Summer,1
2011-04-25,14,1,146,0.72,Summer,1
2011-04-25,15,1,175,0.74,Summer,1
2011-04-25,16,1,239,0.7,Summer,1
2011-04-25,17,1,521,0.7,Summer,1
2011-04-25,18,1,499,0.68,Summer,1
2011-04-25,19,1,382,0.66,Summer,1
2011-04-25,20,1,237,0.66,Summer,1
2011-04-25,21,1,190,0.62,Summer,1
2011-04-25,22,1,106,0.6,Summer,1
2011-04-25,23,1,62,0.58,Summer,1
2011-04-26,0,1,27,0.62,Summer,1
2011-04-26,1,1,21,0.62,Summer,1
2011-04-26,2,1,26,0.56,Summer,1
2011-04-26,3,1,21,0.54,Summer,1
2011-04-26,4,1,6,0.56,Summer,1
2011-04-26,5,1,16,0.54,Summer,1
2011-04-26,6,1,80,0.56,Summer,1
2011-04-26,7,1,270,0.58,Summer,1
2011-04-26,8,1,449,0.58,Summer,1
2011-04-26,9,1,199,0.64,Summer,1
2011-04-26,10,1,120,0.66,Summer,1
2011-04-26,11,1,172,0.68,Summer,1
2011-04-26,12,1,186,0.7,Summer,1
2011-04-26,13,1,176,0.74,Summer,1
2011-04-26,14,1,155,0.72,Summer,1
2011-04-26,15,1,153,0.7,Summer,1
2011-04-26,16,1,291,0.7,Summer,1
2011-04-26,17,1,521,0.68,Summer,1
2011-04-26,18,1,528,0.68,Summer,1
2011-04-26,19,1,328,0.64,Summer,1
2011-04-26,20,1,234,0.64,Summer,1
2011-04-26,21,1,195,0.62,Summer,1
2011-04-26,22,1,148,0.6,Summer,1
2011-04-26,23,1,78,0.6,Summer,1
2011-04-27,0,1,27,0.6,Summer,2
2011-04-27,1,1,17,0.6,Summer,2
2011-04-27,2,1,5,0.58,Summer,2
2011-04-27,3,1,7,0.58,Summer,2
2011-04-27,4,1,6,0.56,Summer,2
2011-04-27,5,1,17,0.56,Summer,2
2011-04-27,6,1,84,0.56,Summer,2
2011-04-27,7,1,246,0.58,Summer,2
2011-04-27,8,1,444,0.58,Summer,2
2011-04-27,9,1,181,0.6,Summer,2
2011-04-27,10,1,92,0.62,Summer,2
2011-04-27,11,1,156,0.64,Summer,2
2011-04-27,12,1,173,0.66,Summer,2
2011-04-27,13,1,150,0.64,Summer,2
2011-04-27,14,1,148,0.68,Summer,2
2011-04-27,15,1,138,0.7,Summer,2
2011-04-27,16,1,218,0.7,Summer,2
2011-04-27,17,1,521,0.66,Summer,2
2011-04-27,18,1,412,0.66,Summer,2
2011-04-27,19,1,260,0.62,Summer,2
2011-04-27,20,1,218,0.64,Summer,2
2011-04-27,21,1,145,0.62,Summer,2
2011-04-27,22,1,129,0.62,Summer,2
2011-04-27,23,1,78,0.62,Summer,2
2011-04-28,0,1,54,0.64,Summer,2
2011-04-28,1,1,20,0.62,Summer,2
2011-04-28,2,1,21,0.62,Summer,2
2011-04-28,3,1,3,0.64,Summer,2
2011-04-28,4,1,9,0.62,Summer,2
2011-04-28,5,1,13,0.62,Summer,2
2011-04-28,6,1,86,0.64,Summer,2
2011-04-28,7,1,215,0.64,Summer,2
2011-04-28,8,1,398,0.66,Summer,2
2011-04-28,9,1,183,0.62,Summer,2
2011-04-28,10,1,54,0.62,Summer,2
2011-04-28,11,1,84,0.62,Summer,2
2011-04-28,12,1,107,0.62,Summer,2
2011-04-28,13,1,121,0.62,Summer,2
2011-04-28,14,1,142,0.62,Summer,2
2011-04-28,15,1,163,0.66,Summer,2
2011-04-28,16,1,270,0.62,Summer,2
2011-04-28,17,1,455,0.64,Summer,2
2011-04-28,18,1,530,0.64,Summer,2
2011-04-28,19,1,404,0.62,Summer,2
2011-04-28,20,1,269,0.58,Summer,2
2011-04-28,21,1,194,0.56,Summer,2
2011-04-28,22,1,153,0.54,Summer,2
2011-04-28,23,1,110,0.54,Summer,2
2011-04-29,0,1,48,0.52,Summer,1
2011-04-29,1,1,31,0.5,Summer,1
2011-04-29,2,1,10,0.46,Summer,1
2011-04-29,3,1,5,0.46,Summer,1
2011-04-29,4,1,6,0.46,Summer,1
2011-04-29,5,1,25,0.46,Summer,1
2011-04-29,6,1,71,0.5,Summer,1
2011-04-29,7,1,240,0.52,Summer,1
2011-04-29,8,1,421,0.54,Summer,1
2011-04-29,9,1,230,0.54,Summer,1
2011-04-29,10,1,156,0.56,Summer,1
2011-04-29,11,1,157,0.6,Summer,1
2011-04-29,12,1,223,0.56,Summer,1
2011-04-29,13,1,308,0.56,Summer,1
2011-04-29,14,1,248,0.6,Summer,1
2011-04-29,15,1,252,0.56,Summer,1
2011-04-29,16,1,299,0.54,Summer,1
2011-04-29,17,1,508,0.52,Summer,1
2011-04-29,18,1,439,0.52,Summer,1
2011-04-29,19,1,270,0.46,Summer,1
2011-04-29,20,1,194,0.48,Summer,1
2011-04-29,21,1,195,0.46,Summer,1
2011-04-29,22,1,146,0.42,Summer,1
2011-04-29,23,1,113,0.44,Summer,1
2011-04-30,0,0,106,0.44,Summer,1
2011-04-30,1,0,74,0.44,Summer,1
2011-04-30,2,0,65,0.44,Summer,1
2011-04-30,3,0,17,0.42,Summer,1
2011-04-30,4,0,7,0.42,Summer,1
2011-04-30,5,0,7,0.42,Summer,1
2011-04-30,6,0,21,0.4,Summer,1
2011-04-30,7,0,48,0.4,Summer,1
2011-04-30,8,0,91,0.4,Summer,1
2011-04-30,9,0,156,0.44,Summer,1
2011-04-30,10,0,279,0.48,Summer,1
2011-04-30,11,0,321,0.5,Summer,1
2011-04-30,12,0,416,0.52,Summer,1
2011-04-30,13,0,455,0.54,Summer,1
2011-04-30,14,0,452,0.54,Summer,1
2011-04-30,15,0,499,0.56,Summer,1
2011-04-30,16,0,464,0.58,Summer,1
2011-04-30,17,0,407,0.56,Summer,1
2011-04-30,18,0,371,0.54,Summer,1
2011-04-30,19,0,387,0.54,Summer,1
2011-04-30,20,0,224,0.44,Summer,1
2011-04-30,21,0,177,0.44,Summer,1
2011-04-30,22,0,143,0.44,Summer,1
2011-04-30,23,0,125,0.44,Summer,1
2011-05-01,0,0,96,0.42,Summer,2
2011-05-01,1,0,59,0.42,Summer,2
2011-05-01,2,0,50,0.42,Summer,2
2011-05-01,3,0,23,0.4,Summer,2
2011-05-01,4,0,17,0.4,Summer,2
2011-05-01,5,0,10,0.4,Summer,2
2011-05-01,6,0,13,0.4,Summer,2
2011-05-01,7,0,33,0.42,Summer,2
2011-05-01,8,0,59,0.44,Summer,2
2011-05-01,9,0,141,0.46,Summer,2
2011-05-01,10,0,264,0.48,Summer,2
2011-05-01,11,0,250,0.46,Summer,2
2011-05-01,12,0,281,0.48,Summer,2
2011-05-01,13,0,332,0.5,Summer,2
2011-05-01,14,0,238,0.5,Summer,2
2011-05-01,15,0,266,0.5,Summer,2
2011-05-01,16,0,214,0.5,Summer,2
2011-05-01,17,0,196,0.48,Summer,2
2011-05-01,18,0,159,0.46,Summer,2
2011-05-01,19,0,178,0.46,Summer,2
2011-05-01,20,0,121,0.46,Summer,2
2011-05-01,21,0,105,0.46,Summer,2
2011-05-01,22,0,100,0.46,Summer,2
2011-05-01,23,0,146,0.46,Summer,2
2011-05-02,0,1,177,0.46,Summer,2
2011-05-02,1,1,114,0.46,Summer,2
2011-05-02,2,1,35,0.44,Summer,2
2011-05-02,3,1,16,0.44,Summer,2
2011-05-02,4,1,17,0.44,Summer,2
2011-05-02,5,1,20,0.44,Summer,2
2011-05-02,6,1,62,0.44,Summer,2
2011-05-02,7,1,209,0.46,Summer,2
2011-05-02,8,1,371,0.48,Summer,2
2011-05-02,9,1,172,0.5,Summer,2
2011-05-02,10,1,108,0.54,Summer,2
2011-05-02,11,1,130,0.58,Summer,2
2011-05-02,12,1,187,0.62,Summer,2
2011-05-02,13,1,170,0.62,Summer,2
2011-05-02,14,1,181,0.64,Summer,2
2011-05-02,15,1,155,0.66,Summer,2
2011-05-02,16,1,269,0.66,Summer,2
2011-05-02,17,1,537,0.66,Summer,2
2011-05-02,18,1,518,0.64,Summer,2
2011-05-02,19,1,314,0.62,Summer,2
2011-05-02,20,1,218,0.62,Summer,2
2011-05-02,21,1,232,0.6,Summer,2
2011-05-02,22,1,125,0.6,Summer,2
2011-05-02,23,1,64,0.56,Summer,2
2011-05-03,0,1,16,0.56,Summer,2
2011-05-03,1,1,14,0.56,Summer,2
2011-05-03,2,1,5,0.56,Summer,2
2011-05-03,3,1,2,0.54,Summer,2
2011-05-03,4,1,4,0.52,Summer,2
2011-05-03,5,1,14,0.52,Summer,2
2011-05-03,6,1,109,0.52,Summer,2
2011-05-03,7,1,265,0.54,Summer,2
2011-05-03,8,1,459,0.56,Summer,2
2011-05-03,9,1,186,0.6,Summer,2
2011-05-03,10,1,127,0.64,Summer,2
2011-05-03,11,1,140,0.66,Summer,2
2011-05-03,12,1,217,0.68,Summer,2
2011-05-03,13,1,194,0.7,Summer,2
2011-05-03,14,1,158,0.7,Summer,2
2011-05-03,15,1,154,0.7,Summer,2
2011-05-03,16,1,271,0.72,Summer,2
2011-05-03,17,1,517,0.7,Summer,2
2011-05-03,18,1,544,0.7,Summer,2
2011-05-03,19,1,365,0.68,Summer,2
2011-05-03,20,1,290,0.66,Summer,2
2011-05-03,21,1,225,0.64,Summer,2
2011-05-03,22,1,113,0.58,Summer,2
2011-05-03,23,1,62,0.56,Summer,2
2011-05-04,0,1,27,0.52,Summer,2
2011-05-04,1,1,7,0.5,Summer,2
2011-05-04,2,1,4,0.5,Summer,2
2011-05-04,3,1,1,0.42,Summer,2
2011-05-04,4,1,3,0.38,Summer,2
2011-05-04,5,1,9,0.36,Summer,2
2011-05-04,6,1,21,0.34,Summer,2
2011-05-04,7,1,52,0.34,Summer,2
2011-05-04,8,1,79,0.34,Summer,2
2011-05-04,9,1,40,0.34,Summer,2
2011-05-04,10,1,31,0.34,Summer,2
2011-05-04,11,1,72,0.4,Summer,2
2011-05-04,12,1,124,0.44,Summer,2
2011-05-04,13,1,143,0.46,Summer,2
2011-05-04,14,1,107,0.5,Summer,2
2011-05-04,15,1,129,0.48,Summer,2
2011-05-04,16,1,195,0.5,Summer,2
2011-05-04,17,1,410,0.4,Summer,2
2011-05-04,18,1,396,0.42,Summer,2
2011-05-04,19,1,296,0.42,Summer,2
2011-05-04,20,1,191,0.4,Summer,2
2011-05-04,21,1,150,0.4,Summer,2
2011-05-04,22,1,89,0.38,Summer,2
2011-05-04,23,1,57,0.36,Summer,2
2011-05-05,0,1,27,0.36,Summer,1
2011-05-05,1,1,10,0.34,Summer,1
2011-05-05,2,1,5,0.34,Summer,1
2011-05-05,3,1,4,0.34,Summer,1
2011-05-05,4,1,7,0.34,Summer,1
2011-05-05,5,1,30,0.34,Summer,1
2011-05-05,6,1,89,0.34,Summer,1
2011-05-05,7,1,271,0.38,Summer,1
2011-05-05,8,1,440,0.42,Summer,1
2011-05-05,9,1,184,0.46,Summer,1
2011-05-05,10,1,128,0.5,Summer,1
2011-05-05,11,1,148,0.52,Summer,1
2011-05-05,12,1,196,0.52,Summer,1
2011-05-05,13,1,192,0.54,Summer,1
2011-05-05,14,1,154,0.54,Summer,1
2011-05-05,15,1,147,0.56,Summer,1
2011-05-05,16,1,269,0.58,Summer,1
2011-05-05,17,1,533,0.56,Summer,1
2011-05-05,18,1,520,0.56,Summer,1
2011-05-05,19,1,361,0.54,Summer,1
2011-05-05,20,1,258,0.5,Summer,1
2011-05-05,21,1,180,0.5,Summer,1
2011-05-05,22,1,165,0.48,Summer,1
2011-05-05,23,1,115,0.46,Summer,1
2011-05-06,0,1,56,0.44,Summer,1
2011-05-06,1,1,32,0.4,Summer,1
2011-05-06,2,1,16,0.38,Summer,1
2011-05-06,3,1,9,0.36,Summer,1
2011-05-06,4,1,1,0.36,Summer,1
2011-05-06,5,1,16,0.34,Summer,1
2011-05-06,6,1,82,0.36,Summer,1
2011-05-06,7,1,222,0.4,Summer,1
2011-05-06,8,1,450,0.42,Summer,1
2011-05-06,9,1,188,0.46,Summer,1
2011-05-06,10,1,127,0.54,Summer,1
2011-05-06,11,1,165,0.54,Summer,1
2011-05-06,12,1,246,0.56,Summer,1
2011-05-06,13,1,253,0.58,Summer,1
2011-05-06,14,1,213,0.6,Summer,1
2011-05-06,15,1,260,0.6,Summer,1
2011-05-06,16,1,344,0.6,Summer,1
2011-05-06,17,1,553,0.58,Summer,1
2011-05-06,18,1,470,0.54,Summer,1
2011-05-06,19,1,292,0.54,Summer,1
2011-05-06,20,1,190,0.52,Summer,1
2011-05-06,21,1,152,0.48,Summer,1
2011-05-06,22,1,151,0.46,Summer,1
2011-05-06,23,1,120,0.44,Summer,1
2011-05-07,0,0,86,0.42,Summer,1
2011-05-07,1,0,58,0.42,Summer,1
2011-05-07,2,0,52,0.42,Summer,1
2011-05-07,3,0,18,0.42,Summer,1
2011-05-07,4,0,5,0.4,Summer,1
2011-05-07,5,0,7,0.46,Summer,1
2011-05-07,6,0,13,0.42,Summer,1
2011-05-07,7,0,40,0.48,Summer,1
2011-05-07,8,0,115,0.52,Summer,1
2011-05-07,9,0,218,0.54,Summer,1
2011-05-07,10,0,298,0.56,Summer,1
2011-05-07,11,0,347,0.56,Summer,1
2011-05-07,12,0,373,0.6,Summer,1
2011-05-07,13,0,436,0.6,Summer,1
2011-05-07,14,0,378,0.6,Summer,1
2011-05-07,15,0,378,0.6,Summer,1
2011-05-07,16,0,342,0.6,Summer,1
2011-05-07,17,0,354,0.58,Summer,1
2011-05-07,18,0,289,0.58,Summer,1
2011-05-07,19,0,267,0.56,Summer,1
2011-05-07,20,0,219,0.56,Summer,1
2011-05-07,21,0,182,0.54,Summer,1
2011-05-07,22,0,120,0.54,Summer,1
2011-05-07,23,0,119,0.5,Summer,1
2011-05-08,0,0,100,0.5,Summer,1
2011-05-08,1,0,64,0.52,Summer,1
2011-05-08,2,0,59,0.48,Summer,1
2011-05-08,3,0,31,0.46,Summer,1
2011-05-08,4,0,10,0.42,Summer,1
2011-05-08,5,0,5,0.44,Summer,1
2011-05-08,6,0,6,0.44,Summer,1
2011-05-08,7,0,23,0.46,Summer,1
2011-05-08,8,0,86,0.52,Summer,1
2011-05-08,9,0,160,0.56,Summer,1
2011-05-08,10,0,244,0.58,Summer,1
2011-05-08,11,0,340,0.58,Summer,1
2011-05-08,12,0,382,0.6,Summer,1
2011-05-08,13,0,390,0.6,Summer,1
2011-05-08,14,0,366,0.6,Summer,1
2011-05-08,15,0,358,0.6,Summer,1
2011-05-08,16,0,385,0.6,Summer,1
2011-05-08,17,0,351,0.58,Summer,1
2011-05-08,18,0,268,0.58,Summer,1
2011-05-08,19,0,239,0.56,Summer,1
2011-05-08,20,0,174,0.52,Summer,1
2011-05-08,21,0,127,0.52,Summer,1
2011-05-08,22,0,115,0.5,Summer,1
2011-05-08,23,0,50,0.46,Summer,1
2011-05-09,0,1,53,0.46,Summer,1
2011-05-09,1,1,33,0.44,Summer,1
2011-05-09,2,1,8,0.44,Summer,1
2011-05-09,3,1,7,0.46,Summer,1
2011-05-09,4,1,4,0.42,Summer,1
2011-05-09,5,1,23,0.42,Summer,1
2011-05-09,6,1,89,0.44,Summer,1
2011-05-09,7,1,237,0.48,Summer,1
2011-05-09,8,1,374,0.52,Summer,1
2011-05-09,9,1,178,0.54,Summer,1
2011-05-09,10,1,119,0.56,Summer,1
2011-05-09,11,1,125,0.6,Summer,1
2011-05-09,12,1,195,0.6,Summer,1
2011-05-09,13,1,174,0.62,Summer,1
2011-05-09,14,1,162,0.62,Summer,1
2011-05-09,15,1,199,0.62,Summer,1
2011-05-09,16,1,304,0.64,Summer,1
2011-05-09,17,1,598,0.62,Summer,1
2011-05-09,18,1,524,0.62,Summer,1
2011-05-09,19,1,384,0.58,Summer,1
2011-05-09,20,1,239,0.54,Summer,1
2011-05-09,21,1,156,0.52,Summer,1
2011-05-09,22,1,116,0.52,Summer,1
2011-05-09,23,1,61,0.5,Summer,1
2011-05-10,0,1,18,0.48,Summer,1
2011-05-10,1,1,15,0.46,Summer,1
2011-05-10,2,1,5,0.44,Summer,1
2011-05-10,3,1,4,0.44,Summer,1
2011-05-10,4,1,2,0.42,Summer,1
2011-05-10,5,1,29,0.4,Summer,1
2011-05-10,6,1,112,0.42,Summer,1
2011-05-10,7,1,314,0.44,Summer,1
2011-05-10,8,1,425,0.5,Summer,1
2011-05-10,9,1,205,0.52,Summer,1
2011-05-10,10,1,127,0.56,Summer,1
2011-05-10,11,1,125,0.56,Summer,1
2011-05-10,12,1,217,0.6,Summer,1
2011-05-10,13,1,202,0.62,Summer,1
2011-05-10,14,1,176,0.62,Summer,1
2011-05-10,15,1,180,0.64,Summer,1
2011-05-10,16,1,327,0.66,Summer,1
2011-05-10,17,1,611,0.64,Summer,1
2011-05-10,18,1,550,0.64,Summer,1
2011-05-10,19,1,434,0.6,Summer,1
2011-05-10,20,1,291,0.54,Summer,1
2011-05-10,21,1,203,0.54,Summer,1
2011-05-10,22,1,150,0.52,Summer,1
2011-05-10,23,1,81,0.52,Summer,1
2011-05-11,0,1,38,0.52,Summer,1
2011-05-11,1,1,20,0.5,Summer,1
2011-05-11,2,1,10,0.52,Summer,1
2011-05-11,3,1,3,0.5,Summer,1
2011-05-11,4,1,2,0.48,Summer,1
2011-05-11,5,1,20,0.46,Summer,1
2011-05-11,6,1,99,0.46,Summer,1
2011-05-11,7,1,318,0.48,Summer,1
2011-05-11,8,1,442,0.48,Summer,1
2011-05-11,9,1,203,0.52,Summer,1
2011-05-11,10,1,154,0.54,Summer,1
2011-05-11,11,1,141,0.56,Summer,1
2011-05-11,12,1,226,0.6,Summer,1
2011-05-11,13,1,193,0.62,Summer,1
2011-05-11,14,1,177,0.62,Summer,1
2011-05-11,15,1,179,0.64,Summer,1
2011-05-11,16,1,289,0.66,Summer,1
2011-05-11,17,1,259,0.64,Summer,1
2011-05-11,18,1,274,0.62,Summer,1
2011-05-11,19,1,401,0.56,Summer,1
2011-05-11,20,1,273,0.54,Summer,1
2011-05-11,21,1,234,0.54,Summer,1
2011-05-11,22,1,146,0.5,Summer,1
2011-05-11,23,1,81,0.46,Summer,1
2011-05-12,0,1,44,0.46,Summer,1
2011-05-12,1,1,17,0.46,Summer,1
2011-05-12,2,1,15,0.44,Summer,1
2011-05-12,3,1,5,0.44,Summer,1
2011-05-12,4,1,6,0.42,Summer,1
2011-05-12,5,1,29,0.42,Summer,1
2011-05-12,6,1,112,0.44,Summer,1
2011-05-12,7,1,297,0.46,Summer,1
2011-05-12,8,1,421,0.48,Summer,1
2011-05-12,9,1,212,0.5,Summer,1
2011-05-12,10,1,147,0.54,Summer,1
2011-05-12,11,1,179,0.58,Summer,1
2011-05-12,12,1,207,0.58,Summer,1
2011-05-12,13,1,218,0.62,Summer,1
2011-05-12,14,1,191,0.62,Summer,1
2011-05-12,15,1,217,0.64,Summer,1
2011-05-12,16,1,288,0.64,Summer,1
2011-05-12,17,1,594,0.64,Summer,1
2011-05-12,18,1,527,0.62,Summer,1
2011-05-12,19,1,364,0.6,Summer,1
2011-05-12,20,1,276,0.6,Summer,1
2011-05-12,21,1,223,0.56,Summer,1
2011-05-12,22,1,172,0.54,Summer,1
2011-05-12,23,1,103,0.54,Summer,1
2011-05-13,0,1,52,0.52,Summer,2
2011-05-13,1,1,20,0.52,Summer,2
2011-05-13,2,1,11,0.5,Summer,2
2011-05-13,3,1,4,0.5,Summer,2
2011-05-13,4,1,5,0.5,Summer,2
2011-05-13,5,1,25,0.5,Summer,2
2011-05-13,6,1,82,0.5,Summer,2
2011-05-13,7,1,157,0.5,Summer,2
2011-05-13,8,1,387,0.5,Summer,2
2011-05-13,9,1,233,0.5,Summer,2
2011-05-13,10,1,130,0.52,Summer,2
2011-05-13,11,1,146,0.52,Summer,2
2011-05-13,12,1,223,0.52,Summer,2
2011-05-13,13,1,226,0.52,Summer,2
2011-05-13,14,1,190,0.52,Summer,2
2011-05-13,15,1,198,0.52,Summer,2
2011-05-13,16,1,300,0.52,Summer,2
2011-05-13,17,1,491,0.52,Summer,2
2011-05-13,18,1,398,0.52,Summer,2
2011-05-13,19,1,270,0.52,Summer,2
2011-05-13,20,1,152,0.52,Summer,2
2011-05-13,21,1,154,0.52,Summer,2
2011-05-13,22,1,132,0.52,Summer,2
2011-05-13,23,1,119,0.5,Summer,2
2011-05-14,0,0,102,0.5,Summer,2
2011-05-14,1,0,82,0.5,Summer,2
2011-05-14,2,0,52,0.5,Summer,2
2011-05-14,3,0,35,0.5,Summer,2
2011-05-14,4,0,5,0.5,Summer,2
2011-05-14,5,0,14,0.5,Summer,2
2011-05-14,6,0,11,0.5,Summer,2
2011-05-14,7,0,32,0.48,Summer,2
2011-05-14,8,0,88,0.5,Summer,2
2011-05-14,9,0,100,0.52,Summer,2
2011-05-14,10,0,167,0.52,Summer,2
2011-05-14,11,0,279,0.52,Summer,2
2011-05-14,12,0,279,0.52,Summer,2
2011-05-14,13,0,248,0.52,Summer,2
2011-05-14,14,0,216,0.54,Summer,2
2011-05-14,15,0,294,0.54,Summer,2
2011-05-14,16,0,295,0.54,Summer,2
2011-05-14,17,0,272,0.56,Summer,2
2011-05-14,18,0,304,0.56,Summer,2
2011-05-14,19,0,248,0.54,Summer,2
2011-05-14,20,0,157,0.54,Summer,2
2011-05-14,21,0,59,0.54,Summer,2
2011-05-14,22,0,26,0.54,Summer,2
2011-05-14,23,0,44,0.52,Summer,2
2011-05-15,0,0,39,0.52,Summer,2
2011-05-15,1,0,47,0.52,Summer,2
2011-05-15,2,0,50,0.52,Summer,2
2011-05-15,3,0,32,0.52,Summer,2
2011-05-15,4,0,13,0.52,Summer,2
2011-05-15,5,0,14,0.52,Summer,2
2011-05-15,6,0,17,0.52,Summer,2
2011-05-15,7,0,42,0.52,Summer,2
2011-05-15,8,0,70,0.54,Summer,2
2011-05-15,9,0,134,0.58,Summer,2
2011-05-15,10,0,226,0.58,Summer,2
2011-05-15,11,0,322,0.6,Summer,2
2011-05-15,12,0,367,0.62,Summer,2
2011-05-15,13,0,456,0.62,Summer,2
2011-05-15,14,0,437,0.64,Summer,2
2011-05-15,15,0,459,0.66,Summer,2
2011-05-15,16,0,440,0.64,Summer,2
2011-05-15,17,0,392,0.56,Summer,2
2011-05-15,18,0,237,0.56,Summer,2
2011-05-15,19,0,231,0.56,Summer,2
2011-05-15,20,0,191,0.54,Summer,2
2011-05-15,21,0,151,0.54,Summer,2
2011-05-15,22,0,117,0.56,Summer,2
2011-05-15,23,0,69,0.54,Summer,2
2011-05-16,0,1,38,0.52,Summer,1
2011-05-16,1,1,14,0.52,Summer,1
2011-05-16,2,1,13,0.5,Summer,1
2011-05-16,3,1,4,0.5,Summer,1
2011-05-16,4,1,6,0.5,Summer,1
2011-05-16,5,1,21,0.5,Summer,1
2011-05-16,6,1,104,0.52,Summer,1
2011-05-16,7,1,272,0.52,Summer,1
2011-05-16,8,1,394,0.56,Summer,1
2011-05-16,9,1,194,0.6,Summer,1
2011-05-16,10,1,112,0.62,Summer,1
2011-05-16,11,1,185,0.64,Summer,1
2011-05-16,12,1,209,0.66,Summer,1
2011-05-16,13,1,214,0.68,Summer,1
2011-05-16,14,1,193,0.68,Summer,1
2011-05-16,15,1,165,0.72,Summer,1
2011-05-16,16,1,226,0.6,Summer,1
2011-05-16,17,1,274,0.58,Summer,1
2011-05-16,18,1,453,0.58,Summer,1
2011-05-16,19,1,308,0.58,Summer,1
2011-05-16,20,1,198,0.58,Summer,1
2011-05-16,21,1,177,0.58,Summer,1
2011-05-16,22,1,127,0.56,Summer,1
2011-05-16,23,1,57,0.56,Summer,1
2011-05-17,0,1,31,0.56,Summer,2
2011-05-17,1,1,13,0.56,Summer,2
2011-05-17,2,1,8,0.56,Summer,2
2011-05-17,3,1,4,0.54,Summer,2
2011-05-17,4,1,4,0.54,Summer,2
2011-05-17,5,1,22,0.52,Summer,2
2011-05-17,6,1,49,0.52,Summer,2
2011-05-17,7,1,151,0.52,Summer,2
2011-05-17,8,1,347,0.52,Summer,2
2011-05-17,9,1,207,0.54,Summer,2
2011-05-17,10,1,104,0.54,Summer,2
2011-05-17,11,1,130,0.56,Summer,2
2011-05-17,12,1,153,0.56,Summer,2
2011-05-17,13,1,172,0.56,Summer,2
2011-05-17,14,1,184,0.62,Summer,2
2011-05-17,15,1,210,0.62,Summer,2
2011-05-17,16,1,290,0.62,Summer,2
2011-05-17,17,1,604,0.62,Summer,2
2011-05-17,18,1,480,0.6,Summer,2
2011-05-17,19,1,349,0.6,Summer,2
2011-05-17,20,1,283,0.58,Summer,2
2011-05-17,21,1,174,0.54,Summer,2
2011-05-17,22,1,98,0.54,Summer,2
2011-05-17,23,1,56,0.54,Summer,2
2011-05-18,0,1,23,0.54,Summer,2
2011-05-18,1,1,12,0.54,Summer,2
2011-05-18,2,1,6,0.52,Summer,2
2011-05-18,3,1,9,0.52,Summer,2
2011-05-18,4,1,3,0.52,Summer,2
2011-05-18,5,1,9,0.52,Summer,2
2011-05-18,6,1,101,0.52,Summer,2
2011-05-18,7,1,274,0.54,Summer,2
2011-05-18,8,1,453,0.56,Summer,2
2011-05-18,9,1,202,0.56,Summer,2
2011-05-18,10,1,106,0.54,Summer,2
2011-05-18,11,1,23,0.54,Summer,2
2011-05-18,12,1,54,0.56,Summer,2
2011-05-18,13,1,122,0.56,Summer,2
2011-05-18,14,1,138,0.58,Summer,2
2011-05-18,15,1,167,0.6,Summer,2
2011-05-18,16,1,294,0.6,Summer,2
2011-05-18,17,1,565,0.6,Summer,2
2011-05-18,18,1,489,0.6,Summer,2
2011-05-18,19,1,331,0.56,Summer,2
2011-05-18,20,1,213,0.56,Summer,2
2011-05-18,21,1,85,0.52,Summer,2
2011-05-18,22,1,117,0.52,Summer,2
2011-05-18,23,1,59,0.52,Summer,2
2011-05-19,0,1,29,0.52,Summer,2
2011-05-19,1,1,6,0.5,Summer,2
2011-05-19,2,1,15,0.5,Summer,2
2011-05-19,3,1,4,0.48,Summer,2
2011-05-19,4,1,5,0.48,Summer,2
2011-05-19,5,1,26,0.48,Summer,2
2011-05-19,6,1,103,0.5,Summer,2
